Variável,Coeficiente,Erro_Padrão,p-Valor,IC_95%_Inferior,IC_95%_Superior
const,37.22727011644723,1.5987875379993943,2.565458511983685e-20,33.9573824522585,40.49715778063596
hp,-0.031772946982162764,0.009029709675855813,0.001451228531568812,-0.05024077687107555,-0.013305117093249975
wt,-3.8778307424046843,0.6327334943773948,1.1196471362000134e-06,-5.171916040675538,-2.5837454441338306
